0:00:00;20:59:26;0;8074,7
0:00:20;20:59:46;0;8142,4
0:00:40;21:00:06;0;8144,8
0:01:01;21:00:27;0;8028,8
0:01:21;21:00:47;0;8147,3
0:01:41;21:01:07;0;8137,6
0:02:01;21:01:27;0;8135,2
0:02:21;21:01:47;0;8142,4
0:02:41;21:02:07;0;8137,6
0:03:01;21:02:27;0;8135,2
0:03:21;21:02:47;0;8135,2
0:03:41;21:03:07;0;8132,8
0:04:01;21:03:27;0;8132,8
0:04:21;21:03:47;0;8130,3
0:04:41;21:04:07;0;8135,2
0:05:01;21:04:27;0;8132,8
0:05:21;21:04:47;0;8132,8
0:05:41;21:05:07;0;8127,9
0:06:01;21:05:27;0;8125,5
0:06:21;21:05:47;0;8137,6
0:06:41;21:06:07;0;8132,8
0:07:01;21:06:27;0;8118,2
0:07:21;21:06:47;0;8130,3
0:07:41;21:07:07;0;8123,1
0:08:01;21:07:27;0;8120,7
0:08:21;21:07:47;0;8125,5
0:08:41;21:08:07;0;8123,1
0:09:01;21:08:27;0;8118,2
0:09:21;21:08:47;0;8120,7
0:09:41;21:09:07;0;8115,8
0:10:01;21:09:27;0;8111,0
0:10:21;21:09:47;0;8111,0
0:10:41;21:10:07;0;8108,6
0:11:01;21:10:27;0;8113,4
0:11:21;21:10:47;0;8111,0
0:11:41;21:11:07;0;8111,0
0:12:01;21:11:27;0;8106,2
0:12:21;21:11:47;0;8113,4
0:12:41;21:12:07;0;8108,6
0:13:01;21:12:27;0;8111,0
0:13:21;21:12:47;0;8106,2
0:13:41;21:13:07;0;8103,7
0:14:01;21:13:27;0;8103,7
0:14:21;21:13:47;0;8106,2
0:14:41;21:14:07;0;8101,3
0:15:01;21:14:27;0;8103,7
0:15:21;21:14:47;0;8098,9
0:15:41;21:15:07;0;8098,9
0:16:01;21:15:27;0;8103,7
0:16:21;21:15:47;0;8094,1
0:16:41;21:16:07;0;8091,7
0:17:01;21:16:27;0;8096,5
0:17:21;21:16:47;0;8094,1
0:17:41;21:17:07;0;8094,1
0:18:01;21:17:27;0;8084,4
0:18:21;21:17:47;0;8091,7
0:18:41;21:18:07;0;8096,5
0:19:01;21:18:27;0;8091,7
0:19:21;21:18:47;0;8086,8
0:19:41;21:19:07;0;8094,1
0:20:01;21:19:27;0;8084,4
0:20:21;21:19:47;0;8089,2
0:20:41;21:20:07;0;8089,2
0:21:01;21:20:27;0;8084,4
0:21:21;21:20:47;0;8086,8
0:21:41;21:21:07;0;8082,0
0:22:01;21:21:27;0;8082,0
0:22:21;21:21:47;0;8082,0
0:22:41;21:22:07;0;8082,0
0:23:01;21:22:27;0;8082,0
0:23:21;21:22:47;0;8077,1
0:23:41;21:23:07;0;8074,7
0:24:01;21:23:27;0;8079,6
0:24:21;21:23:47;0;8077,1
0:24:41;21:24:07;0;8074,7
0:25:01;21:24:27;0;8074,7
0:25:21;21:24:47;0;8072,3
0:25:41;21:25:07;0;8074,7
0:26:01;21:25:27;0;8074,7
0:26:21;21:25:47;0;8079,6
0:26:41;21:26:07;0;8074,7
0:27:01;21:26:27;0;8072,3
0:27:21;21:26:47;0;8069,9
0:27:41;21:27:07;0;8067,5
0:28:01;21:27:27;0;8060,2
0:28:21;21:27:47;0;8067,5
0:28:41;21:28:07;0;8062,6
0:29:01;21:28:27;0;8067,5
0:29:21;21:28:47;0;8065,1
0:29:41;21:29:07;0;8069,9
0:30:00;21:29:26;0;8062,6
0:30:20;21:29:46;0;8062,6
0:30:40;21:30:06;0;8062,6
0:31:00;21:30:26;0;8062,6
0:31:20;21:30:46;0;8060,2
0:31:40;21:31:06;0;8040,9
0:32:00;21:31:26;0;8057,8
0:32:20;21:31:46;0;8053,0
0:32:40;21:32:06;0;8055,4
0:33:00;21:32:26;0;8050,6
0:33:20;21:32:46;0;8048,1
0:33:40;21:33:06;0;8048,1
0:34:00;21:33:26;0;8055,4
0:34:20;21:33:46;0;8043,3
0:34:40;21:34:06;0;8053,0
0:35:00;21:34:26;0;8045,7
0:35:20;21:34:46;0;8053,0
0:35:40;21:35:06;0;8043,3
0:36:00;21:35:26;0;8043,3
0:36:20;21:35:46;0;8057,8
0:36:40;21:36:06;0;8038,5
0:37:00;21:36:26;0;8036,0
0:37:20;21:36:46;0;8036,0
0:37:40;21:37:06;0;8038,5
0:38:00;21:37:26;0;8036,0
0:38:20;21:37:46;0;8038,5
0:38:40;21:38:06;0;8040,9
0:39:00;21:38:26;0;8040,9
0:39:20;21:38:46;0;8036,0
0:39:40;21:39:06;0;8040,9
0:40:00;21:39:26;0;8036,0
0:40:20;21:39:46;0;8038,5
0:40:40;21:40:06;0;8026,4
0:41:00;21:40:26;0;8031,2
0:41:20;21:40:46;0;8031,2
0:41:40;21:41:06;0;8031,2
0:42:00;21:41:26;0;8033,6
0:42:20;21:41:46;0;8028,8
0:42:40;21:42:06;0;8026,4
0:43:00;21:42:26;0;8026,4
0:43:20;21:42:46;0;8026,4
0:43:40;21:43:06;0;8026,4
0:44:00;21:43:26;0;8028,8
0:44:20;21:43:46;0;8024,0
0:44:40;21:44:06;0;8024,0
0:45:00;21:44:26;0;8021,5
0:45:20;21:44:46;0;8024,0
0:45:40;21:45:06;0;8026,4
0:46:00;21:45:26;0;8019,1
0:46:20;21:45:46;0;8024,0
0:46:40;21:46:06;0;8021,5
0:47:00;21:46:26;0;8021,5
0:47:20;21:46:46;0;8024,0
0:47:40;21:47:06;0;8024,0
0:48:00;21:47:26;0;8014,3
0:48:20;21:47:46;0;8019,1
0:48:40;21:48:06;0;8019,1
0:49:00;21:48:26;0;8024,0
0:49:20;21:48:46;0;8019,1
0:49:40;21:49:06;0;8024,0
0:50:00;21:49:26;0;8019,1
0:50:20;21:49:46;0;8016,7
0:50:40;21:50:06;0;8014,3
0:51:00;21:50:26;0;8016,7
0:51:20;21:50:46;0;8011,9
0:51:40;21:51:06;0;8009,5
0:52:00;21:51:26;0;8014,3
0:52:20;21:51:46;0;8014,3
0:52:40;21:52:06;0;8011,9
0:53:00;21:52:26;0;8009,5
0:53:20;21:52:46;0;8009,5
0:53:40;21:53:06;0;8014,3
0:54:00;21:53:26;0;8004,6
0:54:20;21:53:46;0;8004,6
0:54:40;21:54:06;0;8007,0
0:55:00;21:54:26;0;8007,0
0:55:20;21:54:46;0;8007,0
0:55:40;21:55:06;0;8007,0
0:56:00;21:55:26;0;8011,9
0:56:20;21:55:46;0;8004,6
0:56:40;21:56:06;0;8004,6
0:57:00;21:56:26;0;8007,0
0:57:20;21:56:46;0;7999,8
0:57:40;21:57:06;0;8002,2
0:58:00;21:57:26;0;7997,4
0:58:21;21:57:47;0;7997,4
0:58:41;21:58:07;0;7994,9
0:59:01;21:58:27;0;7997,4
0:59:21;21:58:47;0;7997,4
0:59:41;21:59:07;0;7994,9
1:00:01;21:59:27;0;7999,8
1:00:21;21:59:47;0;7997,4
1:00:41;22:00:07;0;7997,4
1:01:01;22:00:27;0;7994,9
1:01:21;22:00:47;0;7994,9
1:01:41;22:01:07;0;7992,5
1:02:01;22:01:27;0;7997,4
1:02:21;22:01:47;0;7994,9
1:02:41;22:02:07;0;7990,1
1:03:01;22:02:27;0;7987,7
1:03:21;22:02:47;0;7992,5
1:03:41;22:03:07;0;7987,7
1:04:01;22:03:27;0;7992,5
1:04:21;22:03:47;0;7987,7
1:04:41;22:04:07;0;7985,3
1:05:01;22:04:27;0;7987,7
1:05:21;22:04:47;0;7990,1
1:05:41;22:05:07;0;7990,1
1:06:01;22:05:27;0;7990,1
1:06:21;22:05:47;0;7987,7
1:06:41;22:06:07;0;7987,7
1:07:01;22:06:27;0;7990,1
1:07:21;22:06:47;0;7987,7
1:07:41;22:07:07;0;7982,9
1:08:01;22:07:27;0;7985,3
1:08:21;22:07:47;0;7987,7
1:08:41;22:08:07;0;7982,9
1:09:01;22:08:27;0;7985,3
1:09:21;22:08:47;0;7985,3
1:09:41;22:09:07;0;7985,3
1:10:01;22:09:27;0;7980,4
1:10:21;22:09:47;0;7978,0
1:10:41;22:10:07;0;7980,4
1:11:01;22:10:27;0;7980,4
1:11:21;22:10:47;0;7975,6
1:11:41;22:11:07;0;7987,7
1:12:01;22:11:27;0;7973,2
1:12:21;22:11:47;0;7975,6
1:12:41;22:12:07;0;7982,9
1:13:01;22:12:27;0;7975,6
1:13:21;22:12:47;0;7980,4
1:13:41;22:13:07;0;7978,0
1:14:01;22:13:27;0;7970,8
1:14:21;22:13:47;0;7968,4
1:14:41;22:14:07;0;7975,6
1:15:02;22:14:28;0;7968,4
1:15:22;22:14:48;0;7973,2
1:15:42;22:15:08;0;7970,8
1:16:02;22:15:28;0;7975,6
1:16:22;22:15:48;0;7973,2
1:16:42;22:16:08;0;7973,2
1:17:02;22:16:28;0;7970,8
1:17:22;22:16:48;0;7970,8
1:17:42;22:17:08;0;7975,6
1:18:02;22:17:28;0;7973,2
1:18:22;22:17:48;0;7975,6
1:18:42;22:18:08;0;7963,5
1:19:02;22:18:28;0;7973,2
1:19:22;22:18:48;0;7963,5
1:19:42;22:19:08;0;7973,2
1:20:02;22:19:28;0;7965,9
1:20:22;22:19:48;0;7961,1
1:20:42;22:20:08;0;7965,9
1:21:02;22:20:28;0;7968,4
1:21:22;22:20:48;0;7965,9
1:21:42;22:21:08;0;7958,7
1:22:02;22:21:28;0;7961,1
1:22:22;22:21:48;0;7965,9
1:22:42;22:22:08;0;7963,5
1:23:02;22:22:28;0;7953,9
1:23:22;22:22:48;0;7958,7
1:23:42;22:23:08;0;7963,5
1:24:02;22:23:28;0;7958,7
1:24:22;22:23:48;0;7965,9
1:24:42;22:24:08;0;7963,5
1:25:02;22:24:28;0;7961,1
1:25:22;22:24:48;0;7958,7
1:25:42;22:25:08;0;7963,5
1:26:02;22:25:28;0;7956,3
1:26:22;22:25:48;0;7956,3
1:26:42;22:26:08;0;7958,7
1:27:02;22:26:28;0;7953,9
1:27:22;22:26:48;0;7956,3
1:27:42;22:27:08;0;7953,9
1:28:02;22:27:28;0;7958,7
1:28:22;22:27:48;0;7958,7
1:28:42;22:28:08;0;7953,9
1:29:02;22:28:28;0;7956,3
1:29:22;22:28:48;0;7953,9
1:29:42;22:29:08;0;7953,9
1:30:02;22:29:28;0;7825,7
1:30:22;22:29:48;0;7956,3
1:30:42;22:30:08;0;7953,9
1:31:02;22:30:28;0;7953,9
1:31:22;22:30:48;0;7951,4
1:31:42;22:31:08;0;7951,4
1:32:02;22:31:28;0;7953,9
1:32:22;22:31:48;0;7949,0
1:32:42;22:32:08;0;7953,9
1:33:02;22:32:28;0;7951,4
1:33:22;22:32:48;0;7956,3
1:33:42;22:33:08;0;7949,0
1:34:02;22:33:28;0;7949,0
1:34:22;22:33:48;0;7946,6
1:34:42;22:34:08;0;7949,0
1:35:02;22:34:28;0;7946,6
1:35:22;22:34:48;0;7946,6
1:35:42;22:35:08;0;7949,0
1:36:02;22:35:28;0;7949,0
1:36:22;22:35:48;0;7949,0
1:36:42;22:36:08;0;7949,0
1:37:02;22:36:28;0;7944,2
1:37:22;22:36:48;0;7951,4
1:37:43;22:37:09;0;7949,0
1:38:03;22:37:29;0;7944,2
1:38:23;22:37:49;0;7951,4
1:38:43;22:38:09;0;7944,2
1:39:03;22:38:29;0;7949,0
1:39:23;22:38:49;0;7946,6
1:39:43;22:39:09;0;7946,6
1:40:03;22:39:29;0;7951,4
1:40:23;22:39:49;0;7946,6
1:40:43;22:40:09;0;7944,2
1:41:03;22:40:29;0;7944,2
1:41:23;22:40:49;0;7949,0
1:41:43;22:41:09;0;7941,8
1:42:03;22:41:29;0;7944,2
1:42:23;22:41:49;0;7946,6
1:42:43;22:42:09;0;7944,2
1:43:03;22:42:29;0;7944,2
1:43:23;22:42:49;0;7944,2
1:43:43;22:43:09;0;7941,8
1:44:03;22:43:29;0;7939,3
1:44:23;22:43:49;0;7944,2
1:44:43;22:44:09;0;7939,3
1:45:03;22:44:29;0;7941,8
1:45:23;22:44:49;0;7941,8
1:45:43;22:45:09;0;7941,8
1:46:03;22:45:29;0;7939,3
1:46:23;22:45:49;0;7944,2
1:46:43;22:46:09;0;7941,8
1:47:03;22:46:29;0;7939,3
1:47:23;22:46:49;0;7939,3
1:47:43;22:47:09;0;7944,2
1:48:03;22:47:29;0;7932,1
1:48:23;22:47:49;0;7939,3
1:48:43;22:48:09;0;7936,9
1:49:03;22:48:29;0;7934,5
1:49:23;22:48:49;0;7939,3
1:49:43;22:49:09;0;7934,5
1:50:03;22:49:29;0;7936,9
1:50:23;22:49:49;0;7932,1
1:50:43;22:50:09;0;7939,3
1:51:03;22:50:29;0;7934,5
1:51:23;22:50:49;0;7934,5
1:51:43;22:51:09;0;7936,9
1:52:03;22:51:29;0;7932,1
1:52:23;22:51:49;0;7929,7
1:52:43;22:52:09;0;7936,9
1:53:03;22:52:29;0;7929,7
1:53:23;22:52:49;0;7924,8
1:53:43;22:53:09;0;7929,7
1:54:03;22:53:29;0;7932,1
1:54:23;22:53:49;0;7934,5
1:54:43;22:54:09;0;7932,1
1:55:03;22:54:29;0;7932,1
1:55:23;22:54:49;0;7934,5
1:55:43;22:55:09;0;7932,1
1:56:03;22:55:29;0;7927,3
1:56:23;22:55:49;0;7936,9
1:56:43;22:56:09;0;7929,7
1:57:03;22:56:29;0;7929,7
1:57:23;22:56:49;0;7929,7
1:57:43;22:57:09;0;7927,3
1:58:03;22:57:29;0;7922,4
1:58:23;22:57:49;0;7922,4
1:58:43;22:58:09;0;7922,4
1:59:03;22:58:29;0;7924,8
1:59:23;22:58:49;0;7927,3
1:59:43;22:59:09;0;7932,1
2:00:04;22:59:30;0;7927,3
2:00:24;22:59:50;0;7920,0
2:00:44;23:00:10;0;7927,3
2:01:04;23:00:30;0;7927,3
2:01:24;23:00:50;0;7922,4
2:01:44;23:01:10;0;7927,3
2:02:04;23:01:30;0;7922,4
2:02:24;23:01:50;0;7927,3
2:02:44;23:02:10;0;7922,4
2:03:04;23:02:30;0;7924,8
2:03:24;23:02:50;0;7920,0
2:03:44;23:03:10;0;7924,8
2:04:04;23:03:30;0;7922,4
2:04:24;23:03:50;0;7927,3
2:04:44;23:04:10;0;7924,8
2:05:04;23:04:30;0;7917,6
2:05:24;23:04:50;0;7927,3
2:05:44;23:05:10;0;7920,0
2:06:04;23:05:30;0;7929,7
2:06:24;23:05:50;0;7922,4
2:06:44;23:06:10;0;7922,4
2:07:04;23:06:30;0;7920,0
2:07:24;23:06:50;0;7917,6
2:07:44;23:07:10;0;7917,6
2:08:04;23:07:30;0;7917,6
2:08:24;23:07:50;0;7922,4
2:08:44;23:08:10;0;7920,0
2:09:04;23:08:30;0;7920,0
2:09:24;23:08:50;0;7920,0
2:09:44;23:09:10;0;7917,6
2:10:04;23:09:30;0;7920,0
2:10:24;23:09:50;0;7922,4
2:10:44;23:10:10;0;7917,6
2:11:04;23:10:30;0;7917,6
2:11:24;23:10:50;0;7915,2
2:11:44;23:11:10;0;7915,2
2:12:04;23:11:30;0;7915,2
2:12:24;23:11:50;0;7917,6
2:12:44;23:12:10;0;7917,6
2:13:04;23:12:30;0;7912,8
2:13:24;23:12:50;0;7910,3
2:13:44;23:13:10;0;7922,4
2:14:04;23:13:30;0;7915,2
2:14:24;23:13:50;0;7917,6
2:14:44;23:14:10;0;7917,6
2:15:04;23:14:30;0;7915,2
2:15:24;23:14:50;0;7912,8
2:15:44;23:15:10;0;7915,2
2:16:04;23:15:30;0;7910,3
2:16:24;23:15:50;0;7915,2
2:16:44;23:16:10;0;7910,3
2:17:04;23:16:30;0;7912,8
2:17:24;23:16:50;0;7912,8
2:17:44;23:17:10;0;7912,8
2:18:04;23:17:30;0;7915,2
2:18:24;23:17:50;0;7917,6
2:18:44;23:18:10;0;7915,2
2:19:04;23:18:30;0;7910,3
2:19:24;23:18:50;0;7912,8
2:19:44;23:19:10;0;7912,8
2:20:04;23:19:30;0;7910,3
2:20:24;23:19:50;0;7912,8
2:20:44;23:20:10;0;7910,3
2:21:04;23:20:30;0;7910,3
2:21:24;23:20:50;0;7912,8
2:21:44;23:21:10;0;7912,8
2:22:04;23:21:30;0;7907,9
2:22:24;23:21:50;0;7912,8
2:22:44;23:22:10;0;7910,3
2:23:04;23:22:30;0;7905,5
2:23:24;23:22:50;0;7907,9
2:23:44;23:23:10;0;7910,3
2:24:04;23:23:30;0;7910,3
2:24:24;23:23:50;0;7907,9
2:24:44;23:24:10;0;7912,8
2:25:04;23:24:30;0;7912,8
2:25:24;23:24:50;0;7905,5
2:25:44;23:25:10;0;7907,9
2:26:04;23:25:30;0;7905,5
2:26:24;23:25:50;0;7910,3
2:26:44;23:26:10;0;7912,8
2:27:04;23:26:30;0;7903,1
2:27:24;23:26:50;0;7905,5
2:27:44;23:27:10;0;7903,1
2:28:04;23:27:30;0;7905,5
2:28:24;23:27:50;0;7907,9
2:28:44;23:28:10;0;7898,2
2:29:04;23:28:30;0;7900,7
2:29:24;23:28:50;0;7905,5
2:29:44;23:29:10;0;7895,8
2:30:06;23:29:32;0;7886,2
2:30:26;23:29:52;0;7903,1
2:30:46;23:30:12;0;7905,5
2:31:06;23:30:32;0;7903,1
2:31:26;23:30:52;0;7907,9
2:31:46;23:31:12;0;7900,7
2:32:06;23:31:32;0;7903,1
2:32:26;23:31:52;0;7900,7
2:32:46;23:32:12;0;7891,0
2:33:06;23:32:32;0;7888,6
2:33:26;23:32:52;0;7888,6
2:33:46;23:33:12;0;7893,4
2:34:06;23:33:32;0;7895,8
2:34:26;23:33:52;0;7905,5
2:34:46;23:34:12;0;7903,1
2:35:06;23:34:32;0;7903,1
2:35:26;23:34:52;0;7900,7
2:35:46;23:35:12;0;7905,5
2:36:06;23:35:32;0;7893,4
2:36:26;23:35:52;0;7898,2
2:36:46;23:36:12;0;7895,8
2:37:06;23:36:32;0;7893,4
2:37:26;23:36:52;0;7895,8
2:37:46;23:37:12;0;7900,7
2:38:06;23:37:32;0;7891,0
2:38:26;23:37:52;0;7888,6
2:38:46;23:38:12;0;7895,8
2:39:06;23:38:32;0;7891,0
2:39:26;23:38:52;0;7888,6
2:39:46;23:39:12;0;7888,6
2:40:06;23:39:32;0;7895,8
2:40:26;23:39:52;0;7891,0
2:40:46;23:40:12;0;7891,0
2:41:06;23:40:32;0;7891,0
2:41:26;23:40:52;0;7891,0
2:41:46;23:41:12;0;7893,4
2:42:06;23:41:32;0;7895,8
2:42:26;23:41:52;0;7893,4
2:44:34;23:44:00;0;7858,0
2:48:21;23:47:47;0;7823,3
2:48:41;23:48:07;0;7881,3
2:49:01;23:48:27;0;7881,3
2:49:21;23:48:47;0;7886,2
2:49:42;23:49:08;0;7878,9
2:50:02;23:49:28;0;7878,9
2:50:22;23:49:48;0;7883,7
2:50:42;23:50:08;0;7883,7
2:51:02;23:50:28;0;7881,3
2:51:22;23:50:48;0;7881,3
2:51:42;23:51:08;0;7876,5
2:52:02;23:51:28;0;7878,9
2:52:22;23:51:48;0;7878,9
2:52:42;23:52:08;0;7883,7
2:53:02;23:52:28;0;7883,7
2:53:22;23:52:48;0;7881,3
2:53:42;23:53:08;0;7881,3
2:54:02;23:53:28;0;7886,2
2:54:22;23:53:48;0;7881,3
2:54:42;23:54:08;0;7883,7
2:55:02;23:54:28;0;7883,7
2:55:22;23:54:48;0;7878,9
2:55:42;23:55:08;0;7878,9
2:56:02;23:55:28;0;7878,9
2:56:22;23:55:48;0;7878,9
2:56:42;23:56:08;0;7878,9
2:57:02;23:56:28;0;7878,9
2:57:22;23:56:48;0;7876,5
2:57:42;23:57:08;0;7878,9
2:58:02;23:57:28;0;7881,3
2:58:22;23:57:48;0;7878,9
2:58:42;23:58:08;0;7881,3
2:59:02;23:58:28;0;7878,9
2:59:22;23:58:48;0;7881,3
2:59:42;23:59:08;0;7876,5
3:00:02;23:59:28;0;7878,9
3:00:22;23:59:48;0;7874,1
3:00:42;00:00:08;1;7878,9
3:01:02;00:00:28;1;7878,9
3:01:22;00:00:48;1;7876,5
3:01:42;00:01:08;1;7874,1
3:02:02;00:01:28;1;7874,1
3:02:22;00:01:48;1;7874,1
3:02:42;00:02:08;1;7874,1
3:03:02;00:02:28;1;7876,5
3:03:22;00:02:48;1;7874,1
3:03:42;00:03:08;1;7874,1
3:04:02;00:03:28;1;7874,1
3:04:22;00:03:48;1;7878,9
3:04:42;00:04:08;1;7876,5
3:05:02;00:04:28;1;7871,7
3:05:22;00:04:48;1;7874,1
3:05:42;00:05:08;1;7874,1
3:06:02;00:05:28;1;7874,1
3:06:22;00:05:48;1;7874,1
3:06:42;00:06:08;1;7871,7
3:07:02;00:06:28;1;7874,1
3:07:22;00:06:48;1;7876,5
3:07:42;00:07:08;1;7874,1
3:08:02;00:07:28;1;7871,7
3:08:22;00:07:48;1;7876,5
3:08:42;00:08:08;1;7871,7
3:09:02;00:08:28;1;7871,7
3:09:22;00:08:48;1;7874,1
3:09:42;00:09:08;1;7871,7
3:10:02;00:09:28;1;7874,1
3:10:22;00:09:48;1;7871,7
3:10:42;00:10:08;1;7869,2
3:11:02;00:10:28;1;7871,7
3:11:22;00:10:48;1;7871,7
3:11:42;00:11:08;1;7871,7
3:12:02;00:11:28;1;7866,8
3:12:22;00:11:48;1;7866,8
3:12:42;00:12:08;1;7866,8
3:13:02;00:12:28;1;7871,7
3:13:22;00:12:48;1;7869,2
3:13:42;00:13:08;1;7864,4
3:14:02;00:13:28;1;7866,8
3:14:22;00:13:48;1;7869,2
3:14:42;00:14:08;1;7871,7
3:15:02;00:14:28;1;7869,2
3:15:22;00:14:48;1;7869,2
3:15:42;00:15:08;1;7866,8
3:16:02;00:15:28;1;7862,0
3:16:22;00:15:48;1;7869,2
3:16:42;00:16:08;1;7869,2
3:17:02;00:16:28;1;7864,4
3:17:22;00:16:48;1;7864,4
3:17:42;00:17:08;1;7866,8
3:18:02;00:17:28;1;7869,2
3:18:22;00:17:48;1;7869,2
3:18:42;00:18:08;1;7869,2
3:19:02;00:18:28;1;7862,0
3:19:22;00:18:48;1;7869,2
3:19:42;00:19:08;1;7866,8
3:20:02;00:19:28;1;7864,4
3:20:22;00:19:48;1;7862,0
3:20:42;00:20:08;1;7866,8
3:21:02;00:20:28;1;7864,4
3:21:22;00:20:48;1;7866,8
3:21:42;00:21:08;1;7862,0
3:22:02;00:21:28;1;7857,1
3:22:22;00:21:48;1;7859,6
3:22:42;00:22:08;1;7859,6
3:23:02;00:22:28;1;7854,7
3:23:22;00:22:48;1;7864,4
3:23:42;00:23:08;1;7862,0
3:24:02;00:23:28;1;7866,8
3:24:22;00:23:48;1;7862,0
3:24:42;00:24:08;1;7859,6
3:25:02;00:24:28;1;7866,8
3:25:22;00:24:48;1;7862,0
3:25:42;00:25:08;1;7854,7
3:26:02;00:25:28;1;7859,6
3:26:22;00:25:48;1;7852,3
3:26:42;00:26:08;1;7859,6
3:27:02;00:26:28;1;7859,6
3:27:22;00:26:48;1;7859,6
3:27:42;00:27:08;1;7849,9
3:28:02;00:27:28;1;7854,7
3:28:22;00:27:48;1;7854,7
3:28:42;00:28:08;1;7854,7
3:29:02;00:28:28;1;7849,9
3:29:22;00:28:48;1;7849,9
3:29:42;00:29:08;1;7854,7
3:30:02;00:29:28;1;7859,6
3:30:22;00:29:48;1;7849,9
3:30:42;00:30:08;1;7849,9
3:31:02;00:30:28;1;7849,9
3:31:22;00:30:48;1;7847,5
3:31:42;00:31:08;1;7854,7
3:32:02;00:31:28;1;7849,9
3:32:22;00:31:48;1;7847,5
3:32:42;00:32:08;1;7849,9
3:33:02;00:32:28;1;7849,9
3:33:22;00:32:48;1;7849,9
3:33:42;00:33:08;1;7849,9
3:34:02;00:33:28;1;7852,3
3:34:22;00:33:48;1;7847,5
3:34:42;00:34:08;1;7852,3
3:35:02;00:34:28;1;7847,5
3:35:22;00:34:48;1;7854,7
3:35:42;00:35:08;1;7852,3
3:36:02;00:35:28;1;7847,5
3:36:22;00:35:48;1;7842,6
3:36:42;00:36:08;1;7845,1
3:37:02;00:36:28;1;7842,6
3:37:22;00:36:48;1;7842,6
3:37:42;00:37:08;1;7847,5
3:38:02;00:37:28;1;7847,5
