[F2](==,||);BATT
05:19:38;3142;7596,04
05:19:58;3142;7596,04
05:20:18;3140;7591,21
05:20:38;3140;7591,21
05:20:58;3139;7588,79
05:21:18;3141;7593,63
05:21:38;3141;7593,63
05:21:58;3140;7591,21
05:22:18;3139;7588,79
05:22:38;3137;7583,96
05:22:58;3139;7588,79
05:23:18;3139;7588,79
05:23:38;3139;7588,79
05:23:58;3136;7581,54
05:24:18;3138;7586,37
05:24:38;3138;7586,37
05:24:58;3140;7591,21
05:25:18;3137;7583,96
05:25:38;3139;7588,79
05:25:58;3138;7586,37
05:26:18;3140;7591,21
05:26:38;3140;7591,21
05:26:58;3138;7586,37
05:27:18;3135;7579,12
05:27:38;3136;7581,54
05:27:58;3135;7579,12
05:28:18;3137;7583,96
05:28:38;3136;7581,54
05:28:58;3133;7574,29
05:29:18;3136;7581,54
05:29:38;3132;7571,87
05:29:58;3133;7574,29
05:30:18;3133;7574,29
05:30:39;3104;7504,18
05:30:59;3134;7576,70
05:31:19;3135;7579,12
05:31:39;3135;7579,12
05:31:59;3133;7574,29
05:32:19;3132;7571,87
05:32:39;3133;7574,29
05:32:59;3136;7581,54
05:33:19;3132;7571,87
05:33:39;3133;7574,29
05:33:59;3133;7574,29
05:34:19;3132;7571,87
05:34:39;3132;7571,87
05:34:59;3132;7571,87
05:35:19;3133;7574,29
05:35:39;3096;7484,83
05:35:59;3131;7569,45
05:36:19;3130;7567,03
05:36:39;3131;7569,45
05:36:59;3132;7571,87
05:37:19;3131;7569,45
05:37:39;3130;7567,03
05:37:59;3132;7571,87
05:38:19;3130;7567,03
05:38:39;3133;7574,29
05:38:59;3131;7569,45
05:39:19;3131;7569,45
05:39:39;3131;7569,45
05:39:59;3131;7569,45
05:40:20;3129;7564,62
05:40:40;3129;7564,62
05:41:00;3129;7564,62
05:41:20;3130;7567,03
05:41:40;3131;7569,45
05:42:00;3130;7567,03
05:42:20;3130;7567,03
05:42:40;3130;7567,03
05:43:00;3129;7564,62
05:43:20;3129;7564,62
05:43:40;3130;7567,03
05:44:00;3130;7567,03
05:44:20;3128;7562,20
05:44:40;3128;7562,20
05:45:00;3128;7562,20
05:45:20;3129;7564,62
05:45:40;3129;7564,62
05:46:00;3130;7567,03
05:46:20;3127;7559,78
05:46:40;3128;7562,20
05:47:00;3129;7564,62
05:47:20;3127;7559,78
05:47:40;3129;7564,62
05:48:00;3129;7564,62
05:48:20;3127;7559,78
05:48:40;3127;7559,78
05:49:00;3128;7562,20
05:49:20;3126;7557,36
05:49:40;3127;7559,78
05:50:00;3129;7564,62
05:50:20;3128;7562,20
05:50:40;3125;7554,94
05:51:00;3125;7554,94
05:51:20;3127;7559,78
05:51:40;3125;7554,94
05:52:00;3126;7557,36
05:52:20;3127;7559,78
05:52:40;3126;7557,36
05:53:00;3126;7557,36
05:53:20;3125;7554,94
05:53:40;3125;7554,94
05:54:00;3126;7557,36
05:54:20;3127;7559,78
05:54:40;3125;7554,94
05:55:00;3127;7559,78
05:55:20;3125;7554,94
05:55:40;3124;7552,53
05:56:00;3125;7554,94
05:56:20;3123;7550,11
05:56:40;3124;7552,53
05:57:00;3125;7554,94
05:57:20;3124;7552,53
05:57:40;3125;7554,94
05:58:00;3123;7550,11
05:58:20;3123;7550,11
05:58:40;3124;7552,53
05:59:00;3124;7552,53
05:59:20;3120;7542,86
05:59:40;3125;7554,94
06:00:00;3123;7550,11
06:00:20;3124;7552,53
06:00:40;3094;7480,00
06:01:00;3121;7545,27
06:01:20;3124;7552,53
06:01:40;3121;7545,27
06:02:00;3123;7550,11
06:02:20;3123;7550,11
06:02:40;3122;7547,69
06:03:00;3120;7542,86
06:03:20;3122;7547,69
06:03:40;3121;7545,27
06:04:00;3124;7552,53
06:04:20;3121;7545,27
06:04:40;3120;7542,86
06:05:00;3124;7552,53
06:05:20;3121;7545,27
06:05:40;3121;7545,27
06:06:00;3123;7550,11
06:06:20;3121;7545,27
06:06:40;3121;7545,27
06:07:00;3120;7542,86
06:07:20;3122;7547,69
06:07:40;3120;7542,86
06:08:00;3120;7542,86
06:08:20;3120;7542,86
06:08:41;3120;7542,86
06:09:01;3119;7540,44
06:09:21;3118;7538,02
06:09:41;3120;7542,86
06:10:01;3120;7542,86
06:10:21;3120;7542,86
06:10:41;3117;7535,60
06:11:01;3118;7538,02
06:11:21;3117;7535,60
06:11:41;3118;7538,02
06:12:01;3119;7540,44
06:12:21;3119;7540,44
06:12:41;3117;7535,60
06:13:01;3119;7540,44
06:13:21;3118;7538,02
06:13:41;3119;7540,44
06:14:01;3119;7540,44
06:14:21;3117;7535,60
06:14:41;3118;7538,02
06:15:01;3115;7530,77
06:15:21;3116;7533,19
06:15:41;3118;7538,02
06:16:01;3116;7533,19
06:16:21;3116;7533,19
06:16:41;3117;7535,60
06:17:01;3117;7535,60
06:17:21;3116;7533,19
06:17:41;3116;7533,19
06:18:01;3072;7426,81
06:18:21;3117;7535,60
06:18:41;3116;7533,19
06:19:01;3116;7533,19
06:19:21;3116;7533,19
06:19:41;3116;7533,19
06:20:01;3116;7533,19
06:20:21;3114;7528,35
06:20:41;3114;7528,35
06:21:01;3116;7533,19
06:21:21;3115;7530,77
06:21:41;3116;7533,19
06:22:01;3115;7530,77
06:22:21;3114;7528,35
06:22:41;3113;7525,93
06:23:01;3114;7528,35
06:23:21;3114;7528,35
06:23:41;3114;7528,35
06:24:01;3113;7525,93
06:24:21;3115;7530,77
06:24:41;3114;7528,35
06:25:01;3115;7530,77
06:25:21;3113;7525,93
06:25:41;3087;7463,08
06:26:01;3113;7525,93
06:26:21;3115;7530,77
06:26:41;3113;7525,93
06:27:01;3114;7528,35
06:27:21;3112;7523,52
06:27:42;3113;7525,93
06:28:02;3114;7528,35
06:28:22;3112;7523,52
06:28:42;3112;7523,52
06:29:02;3114;7528,35
06:29:22;3114;7528,35
06:29:42;3110;7518,68
06:30:02;3112;7523,52
06:30:22;3111;7521,10
06:30:42;3084;7455,82
06:31:02;3111;7521,10
06:31:22;3112;7523,52
06:31:42;3111;7521,10
06:32:02;3112;7523,52
06:32:22;3111;7521,10
06:32:42;3112;7523,52
06:33:02;3111;7521,10
06:33:22;3111;7521,10
06:33:42;3112;7523,52
06:34:02;3111;7521,10
06:34:22;3110;7518,68
06:34:42;3111;7521,10
06:35:02;3112;7523,52
06:35:22;3111;7521,10
06:35:42;3110;7518,68
06:36:02;3110;7518,68
06:36:22;3109;7516,26
06:36:42;3110;7518,68
06:37:02;3109;7516,26
06:37:22;3109;7516,26
06:37:42;3110;7518,68
06:38:02;3111;7521,10
06:38:22;3110;7518,68
06:38:42;3110;7518,68
06:39:02;3110;7518,68
06:39:22;3111;7521,10
06:39:42;3109;7516,26
06:40:02;3109;7516,26
06:40:22;3108;7513,85
06:40:42;3080;7446,15
06:41:02;3109;7516,26
06:41:22;3109;7516,26
06:41:42;3108;7513,85
06:42:02;3108;7513,85
06:42:22;3106;7509,01
06:42:42;3109;7516,26
06:43:02;3110;7518,68
06:43:23;3109;7516,26
06:43:43;3106;7509,01
06:44:03;3108;7513,85
06:44:23;3108;7513,85
06:44:43;3106;7509,01
06:45:03;3107;7511,43
06:45:23;3108;7513,85
06:45:43;3105;7506,59
06:46:03;3107;7511,43
06:46:23;3108;7513,85
06:46:43;3109;7516,26
06:47:03;3109;7516,26
06:47:23;3109;7516,26
06:47:43;3108;7513,85
06:48:02;3105;7506,59
06:48:22;3107;7511,43
06:48:42;3108;7513,85
06:49:02;3107;7511,43
06:49:22;3108;7513,85
06:49:42;3107;7511,43
06:50:02;3107;7511,43
